gene,test_statistic
ENSG00000040487.13,81.4528705157772
ENSG00000077549.18,1842.7461362463
ENSG00000240490.3,0.635306362591045
ENSG00000173436.15,54.7760880053435
ENSG00000201609.1,0
ENSG00000235185.1,0.194851219347352
ENSG00000158747.14,521.272916555862
ENSG00000270136.6,0
ENSG00000226396.1,28.9914261574386
ENSG00000158748.4,0.74083828999853
ENSG00000162542.13,67.3941895137688
ENSG00000178828.7,0
ENSG00000235434.1,0
ENSG00000169914.6,106.536336725561
ENSG00000188784.4,0
ENSG00000242688.3,0
ENSG00000188257.11,0.280603588115947
ENSG00000127472.11,12.094709056253
ENSG00000117215.15,0
ENSG00000158786.4,0
ENSG00000227066.2,0
ENSG00000187980.6,0.140301794057973
ENSG00000225986.1,0
ENSG00000162543.6,1.08282236927314
ENSG00000228105.2,0
ENSG00000284710.1,0
ENSG00000158816.15,0.140301794057973
ENSG00000226664.1,0
ENSG00000236963.7,0.450484425729643
ENSG00000226487.1,0
ENSG00000284641.1,0
ENSG00000284743.1,0
ENSG00000162545.6,118.538181222013
ENSG00000090432.7,168.35978865674
ENSG00000215520.3,0
ENSG00000183114.8,1.54764776896784
ENSG00000158825.6,57.1926689280431
ENSG00000158828.8,110.948053560507
ENSG00000284005.1,0
ENSG00000117242.7,30.8362588022553
ENSG00000244038.9,1179.90781479592
ENSG00000117245.12,7.92152831114318
ENSG00000235432.1,0.140301794057973
ENSG00000189410.12,30.166141474424
ENSG00000233069.1,0
ENSG00000127483.18,1351.39339839931
ENSG00000075151.20,1593.81345954863
ENSG00000251914.1,0.0545494252893789
ENSG00000221808.1,0
ENSG00000233072.1,2.08139467592556
ENSG00000236073.2,0
ENSG00000235112.1,1.34901864266092
ENSG00000287192.1,0.310203668048627
ENSG00000117298.16,702.082311902575
ENSG00000236936.1,0.659978282910948
ENSG00000231105.2,1.00096605894651
ENSG00000236216.5,0.0394606514496569
ENSG00000228823.1,0
ENSG00000236009.1,0
ENSG00000227001.3,1.32015116689645
ENSG00000187952.9,0.973808925142142
ENSG00000186543.7,0
ENSG00000142794.18,66.0113768152812
ENSG00000176378.8,0.259848762614966
ENSG00000162551.14,246.715781090692
ENSG00000233431.1,0.0503549054336612
ENSG00000076864.19,7.09351910632137
ENSG00000090686.16,711.739877888329
ENSG00000231978.2,0
ENSG00000187942.12,7.88629193722234
ENSG00000142798.20,4147.77258395223
ENSG00000232037.3,6.38824226920783
ENSG00000283234.1,0
ENSG00000219073.8,0
ENSG00000285959.1,0
ENSG00000273610.1,0
ENSG00000201919.1,0
ENSG00000142789.20,0
ENSG00000278124.1,0
ENSG00000201273.1,0
ENSG00000228397.3,0.310203668048627
ENSG00000218510.8,1.48962149554783
ENSG00000070831.17,1409.13223081996
ENSG00000285752.1,0.733379627444804
ENSG00000285794.1,0
ENSG00000230068.2,2.45043318513242
ENSG00000271428.1,1.24311800869883
ENSG00000162552.15,3.30730915501183
ENSG00000285873.1,0.525547049414972
ENSG00000266564.1,0
ENSG00000234397.3,1.22916574207649
ENSG00000279625.1,0
ENSG00000184677.18,148.906801710628
ENSG00000237200.1,0.887871062938735
ENSG00000070886.12,1.26271614652176
ENSG00000276835.2,0
ENSG00000173372.17,0
ENSG00000159189.12,0
ENSG00000173369.16,0
ENSG00000133216.16,171.717819171765
ENSG00000265422.1,0
ENSG00000225952.1,0.0545494252893789
ENSG00000264014.1,0.259848762614966
ENSG00000215906.8,0
ENSG00000227868.6,0
ENSG00000004487.16,864.394652747732
ENSG00000240553.1,0.42090538217392
ENSG00000263793.1,0
ENSG00000266802.1,0.280603588115947
ENSG00000169641.13,737.729702308098
ENSG00000229010.1,1.64110638348076
ENSG00000206935.1,0
ENSG00000252578.1,0.305275508435849
ENSG00000179546.4,5.31279577574168
ENSG00000215381.3,0.710333188344609
ENSG00000261326.4,30.7137970275362
ENSG00000284726.1,3.9370691694962
ENSG00000125944.20,1149.95904452714
ENSG00000125945.15,82.2639499231261
ENSG00000249087.7,6.54846624880713
ENSG00000201405.1,0
ENSG00000271420.1,1.18166798925159
ENSG00000204219.11,76.7566425356594
ENSG00000232482.2,0.0545494252893789
ENSG00000088280.19,200.40411931209
ENSG00000007968.7,16.8468094519314
ENSG00000235052.1,0.949879150781839
ENSG00000117318.9,718.540074459055
ENSG00000285802.1,0.667482951773426
ENSG00000197880.8,0.0545494252893789
ENSG00000229239.2,0
ENSG00000142676.14,5031.61211047562
ENSG00000236810.6,5.485469977572
ENSG00000011007.12,364.491668798169
ENSG00000057757.10,244.686032897017
ENSG00000011009.11,179.144237240742
ENSG00000117308.15,112.254464609427
ENSG00000117305.15,125.193812908468
ENSG00000179163.11,148.619891026904
ENSG00000188822.8,0.400150556672939
ENSG00000229106.1,0.738467625789224
ENSG00000232557.3,0
ENSG00000264926.1,0
ENSG00000230228.2,1.42564086134733
ENSG00000189266.13,288.188010665882
ENSG00000188529.15,712.782222260407
ENSG00000215905.4,0
ENSG00000225315.2,0.0545494252893789
ENSG00000142661.19,1.64199824081053
ENSG00000230703.1,0
ENSG00000142677.4,0.274616457367763
ENSG00000185436.12,5.33146817420299
ENSG00000230023.2,0
ENSG00000232298.2,0
ENSG00000158055.15,2.05456818339234
ENSG00000001460.18,66.614754457653
ENSG00000001461.17,381.447053340354
ENSG00000286061.1,0.618920657232231
ENSG00000117602.12,102.083005144396
ENSG00000264443.1,0
ENSG00000184454.7,0.701508970289867
ENSG00000227312.2,0.140301794057973
ENSG00000239106.1,0
ENSG00000133226.17,839.861847214635
ENSG00000284699.1,0.499513892653565
ENSG00000169504.15,7708.58788187663
ENSG00000238482.1,2.83235194863163
ENSG00000020633.18,35.7215944353464
ENSG00000278034.1,0
ENSG00000229162.1,0.140170462316979
ENSG00000261025.1,0
ENSG00000264371.1,0
ENSG00000285823.1,0
ENSG00000233755.1,0
ENSG00000233419.3,0
ENSG00000231953.2,0.140301794057973
ENSG00000117614.10,344.067103593448
ENSG00000284602.1,1.96941970393603
ENSG00000284657.1,0.324971362801424
ENSG00000117616.18,165.909940036396
ENSG00000272432.1,0.649098790481751
ENSG00000261349.1,0.755649638801456
ENSG00000187010.21,4.22452280361034
ENSG00000224183.1,3.05949590812557
ENSG00000259984.1,0.0545494252893789
ENSG00000183726.11,1362.10086895328
ENSG00000188672.18,3.97018496692681
ENSG00000238084.4,2.88605088510389
ENSG00000204178.11,219.665540014788
ENSG00000157978.11,195.565594826641
ENSG00000225643.1,0.205614141590362
ENSG00000117643.14,43.8548234038603
ENSG00000233478.1,0.445577302493823
ENSG00000162430.17,534.385244748096
ENSG00000255054.3,0
ENSG00000228172.5,2.6240963878292
