gene,test_statistic,adj_pvalue
ENSG00000225905.1,-0.879320886107683,NA
ENSG00000205116.3,-1.17623244939341,NA
ENSG00000225285.1,2.37307279579796,0.0323621370522461
ENSG00000179403.12,-4.69024520407069,9.46660327733479e-06
ENSG00000215915.10,1.97958532424741,0.0785008791175264
ENSG00000160072.20,5.68862011388155,5.97165167934048e-08
ENSG00000284740.1,6.77823789871652,7.83560516886065e-11
ENSG00000197785.14,3.36133915745512,0.00186853519577186
ENSG00000205090.9,-4.96471627240443,2.59491389153463e-06
ENSG00000160075.12,5.42134561850472,2.55010619957043e-07
ENSG00000215014.5,5.67741509795759,6.35887391303182e-08
ENSG00000274481.1,NA,NA
ENSG00000228594.4,2.69429910563185,0.0141451404432884
ENSG00000286989.1,3.05888976099092,0.00491425464969412
ENSG00000272106.1,-0.826440511993064,0.484731892121982
ENSG00000197530.12,-0.712505445190366,0.549934444863574
ENSG00000189409.14,-0.740678827798655,NA
ENSG00000248333.8,6.42344349733424,7.72718024018285e-10
ENSG00000272004.1,0.0822806386632355,NA
ENSG00000189339.12,-3.27081938126117,0.00251831177013407
ENSG00000269737.2,1.27328874156385,0.269520031897876
ENSG00000215914.4,0.234681934996218,0.850999015961589
ENSG00000008128.23,3.29376956158658,0.0023354230052142
ENSG00000268575.1,5.49486141879971,1.72637947714644e-07
ENSG00000227775.3,0.647016870098813,0.589099957339018
ENSG00000215790.7,2.7087825972493,0.0135891202625965
ENSG00000008130.15,-0.373358851216598,0.762476361257349
ENSG00000078369.18,-7.64334468747902,1.74521847328456e-13
ENSG00000231050.1,4.66656529282531,1.0570102968856e-05
ENSG00000169885.10,-3.26878733632886,0.0025351871844604
ENSG00000178821.13,6.04569294724579,7.71898618440739e-09
ENSG00000142609.18,0.40163640040078,0.744017274532321
ENSG00000233542.2,-0.692823876260565,NA
ENSG00000187730.9,-0.0826069229387852,0.947956146895483
ENSG00000226969.1,-0.773149655115167,NA
ENSG00000067606.17,3.24180374437455,0.00276834764266214
ENSG00000271806.1,0.42391467067313,0.729414296364455
ENSG00000182873.5,-2.89841915032914,0.00792754239926249
ENSG00000162585.17,2.56041150880156,0.0201877583270333
ENSG00000234396.3,-1.0222642364745,NA
ENSG00000157933.10,-10.0860878228264,1.02971862403741e-22
ENSG00000287356.1,-2.93444110884968,0.00713243716626087
ENSG00000116151.14,5.179063716154,8.97048019600065e-07
ENSG00000272161.1,1.08630509278407,0.3499819003482
ENSG00000269896.2,-0.820408332080929,0.487984225373492
ENSG00000272420.1,3.08453420074261,0.00453837977675871
ENSG00000157916.20,-3.25445452073108,0.00265612599119858
ENSG00000157911.10,-2.55228288205967,0.0206160782915826
ENSG00000149527.18,-2.40158671637059,0.0302018365833098
ENSG00000224387.1,1.25610449709275,0.276420540536082
ENSG00000229393.1,0.359315126294021,NA
ENSG00000157881.15,0.60817908612307,0.612689521194285
ENSG00000197921.6,1.97446462600949,0.0793323123014058
ENSG00000272449.2,4.71743442095824,8.3532818165618e-06
ENSG00000238164.6,3.25129381767821,0.00268352354762171
ENSG00000157873.17,1.61856781483226,0.155176321730663
ENSG00000225931.3,-0.489695522714886,NA
ENSG00000228037.1,0.629474233250079,NA
ENSG00000157870.16,-5.22631130105573,7.04744510427305e-07
ENSG00000142606.16,-0.29432703235134,0.81270055308273
ENSG00000237058.1,NA,NA
ENSG00000215912.12,-0.585030828708762,0.627219011219736
ENSG00000285945.1,NA,NA
ENSG00000283259.1,NA,NA
ENSG00000233234.1,NA,NA
ENSG00000287396.1,NA,NA
ENSG00000231630.1,NA,NA
ENSG00000284745.1,NA,NA
ENSG00000169717.7,NA,NA
ENSG00000177133.11,-3.22983707171842,0.00287654902035666
ENSG00000142611.17,-3.13828837377842,0.00384205205470937
ENSG00000283572.1,NA,NA
ENSG00000226286.1,-2.06074216570849,0.0662489831536594
ENSG00000279839.1,5.1207563806827,1.20201253718722e-06
ENSG00000272235.1,-3.9305449823208,0.000238588560116681
ENSG00000287828.1,-2.87311314944158,0.00854412583788454
ENSG00000286518.1,-8.30419927055934,1.0064623469387e-15
ENSG00000130762.15,-2.0510072877994,0.0676237814507521
ENSG00000272088.1,-1.49682754267816,0.190032110647402
ENSG00000162591.16,-4.73848950051751,7.57376216041758e-06
ENSG00000207776.1,2.86602105407882,0.00872383055221321
ENSG00000238260.1,1.85414331418894,0.100918337500894
ENSG00000158109.15,-9.01504522882623,2.34070711099899e-18
ENSG00000116213.16,3.93730067734314,0.000232454589298107
ENSG00000078900.15,0.789060330842835,0.505500768593865
ENSG00000227589.1,0.487034559132911,NA
ENSG00000235131.1,-0.655238057557042,NA
ENSG00000227372.12,-1.9301866952738,0.0867430395465168
ENSG00000276189.1,NA,NA
ENSG00000162592.10,0.785384745919554,0.507431947254276
ENSG00000235169.8,7.80938513838273,4.97406571984784e-14
ENSG00000130764.10,2.89453054988328,0.00801911710756924
ENSG00000266075.2,1.96050939084601,0.0815516624018987
ENSG00000272153.1,0.805014175283678,0.49652739314248
ENSG00000116198.13,-4.60926454004039,1.37221598266425e-05
ENSG00000169598.15,9.03065427936039,2.04470562185407e-18
ENSG00000198912.11,5.7111793553901,5.27070086214045e-08
ENSG00000236423.6,6.11350609858763,5.1547617397608e-09
ENSG00000233304.7,-0.269722612401218,NA
ENSG00000226374.3,NA,NA
ENSG00000284668.2,NA,NA
ENSG00000284703.1,-0.773149655115167,NA
ENSG00000229280.1,NA,NA
ENSG00000235054.4,NA,NA
ENSG00000284694.1,NA,NA
ENSG00000227169.2,NA,NA
ENSG00000232596.3,NA,NA
ENSG00000196581.11,-2.72112348511129,0.0131318040973962
ENSG00000287586.1,-1.02351690260543,0.380625383324557
ENSG00000284739.1,NA,NA
ENSG00000284674.1,NA,NA
ENSG00000231510.1,NA,NA
ENSG00000284616.1,NA,NA
ENSG00000284692.2,NA,NA
ENSG00000284666.1,NA,NA
ENSG00000260972.1,NA,NA
ENSG00000283356.1,NA,NA
ENSG00000236948.2,-0.252383059782325,NA
ENSG00000264341.1,NA,NA
ENSG00000264101.1,NA,NA
ENSG00000131697.18,-0.453318055282621,0.710941464904123
ENSG00000069424.15,9.97923120975728,2.95328083597109e-22
ENSG00000116254.18,3.40570081331827,0.00160738147730797
ENSG00000285629.1,NA,NA
ENSG00000116251.11,-0.468453276704264,0.701168283546418
ENSG00000226944.1,-1.58433295013234,0.164410902798899
ENSG00000158286.13,-4.01514692673659,0.000170752398340823
ENSG00000116237.16,-11.9070140961236,2.88423742173927e-31
ENSG00000225077.3,1.60295645179871,0.159590617692672
ENSG00000173673.8,NA,NA
ENSG00000158292.7,-5.28804366141209,5.13945354130761e-07
ENSG00000097021.19,-0.378280764506958,0.759342585982313
ENSG00000271746.1,NA,NA
ENSG00000069812.11,0.183024448682752,0.883665662149108
ENSG00000187017.17,-0.0223429198597626,0.98617006746294
ENSG00000265392.1,-0.153604487807633,NA
ENSG00000231868.1,0.101223987900132,NA
ENSG00000215788.10,-0.210286532800243,0.866024342307095
ENSG00000171680.22,-11.4679858305062,4.47473980402801e-29
ENSG00000162408.11,2.8132189881612,0.0101546928738643
ENSG00000253022.1,4.47705022125932,2.47568986234853e-05
ENSG00000229519.2,7.80282989811085,5.22836988582736e-14
ENSG00000173662.21,-4.08943964124247,0.000126779152764015
ENSG00000204859.13,7.82856114592527,4.29987845566261e-14
ENSG00000162413.16,-7.69131242743814,1.22094390224642e-13
ENSG00000116273.6,-3.63822625161632,0.00071235835679603
ENSG00000041988.15,4.76694940667688,6.62044119585369e-06
ENSG00000007923.16,-3.99796339088341,0.000182793251356747
ENSG00000228750.7,-0.459629741185262,NA
ENSG00000284744.1,0.176669277662709,NA
ENSG00000237436.1,6.7824754421618,7.615128416754e-11
ENSG00000171735.19,8.42797062712272,3.61692008423028e-16
ENSG00000227950.1,-1.77344776923085,0.117634950465289
ENSG00000237365.1,NA,NA
ENSG00000207056.1,-0.163470405483347,NA
ENSG00000237402.1,-0.395173711848597,NA
ENSG00000237728.2,-0.527571852807369,NA
ENSG00000225126.1,-0.655238057557066,NA
ENSG00000270171.1,-0.687098196760395,NA
ENSG00000270035.1,-0.0404432965254325,NA
ENSG00000269978.1,1.87557396037972,0.0966620264391932
ENSG00000049245.13,-12.2199486815994,7.10713669536188e-33
ENSG00000269925.1,0.334579066336667,0.786438770478152
ENSG00000049246.14,-4.82447250859767,5.07125034713639e-06
ENSG00000236266.1,-1.4141594421769,0.216434477399974
ENSG00000049247.13,-0.218737252901311,NA
ENSG00000049249.8,2.69147120578188,0.0142550937277352
ENSG00000270330.1,NA,NA
ENSG00000116288.13,1.62832303755099,0.152573730796569
ENSG00000200344.1,-0.469485184842264,NA
ENSG00000284747.1,3.7506846902864,0.00047201637191345
ENSG00000284716.1,3.33505667547461,0.00203934438963733
ENSG00000116285.13,-19.5236074393081,1.68188478938034e-82
ENSG00000238290.1,-4.14450758977127,0.000101385406762232
ENSG00000232848.1,-2.62113737701961,0.0172109460982465
ENSG00000229305.1,NA,NA
ENSG00000227634.3,-1.22277448929065,NA
ENSG00000200975.1,NA,NA
ENSG00000233645.1,NA,NA
ENSG00000251977.1,NA,NA
ENSG00000162426.14,-6.06351013425626,6.94898934405214e-09
ENSG00000252254.1,-1.0222642364745,NA
ENSG00000142599.19,-2.94444657829028,0.00692807605661724
ENSG00000232912.6,-1.43673733944947,0.209728203920678
ENSG00000221083.1,2.08479472275824,0.0629120030574131
ENSG00000270282.1,0.668291272418428,0.576296520561743
ENSG00000234619.1,-4.66020308541559,1.08710532438331e-05
ENSG00000224315.2,1.73436974553324,0.126351710183791
ENSG00000222511.2,3.86221255112483,0.000310257717285735
ENSG00000226545.1,4.05668808156267,0.000144602310182748
ENSG00000228423.2,3.68569357878001,0.0005991967756357
ENSG00000229716.2,NA,NA
ENSG00000074800.16,0.220428037631642,0.860182558492744
ENSG00000274258.1,-1.05577244271182,NA
ENSG00000230679.1,6.27019804442812,1.99653888285616e-09
ENSG00000201725.1,NA,NA
ENSG00000238249.2,-1.51639687578358,0.18455495633077
ENSG00000232208.2,0.0561781990091494,NA
ENSG00000232663.2,NA,NA
ENSG00000131686.15,0.427184643522111,NA
ENSG00000265141.2,-0.527571855434361,NA
ENSG00000197241.3,-0.773149655115167,NA
ENSG00000142583.18,7.08447916433939,9.82921022076759e-12
ENSG00000252404.1,-0.773149655115167,NA
ENSG00000180758.12,0.635956575231797,0.595673385030562
ENSG00000228526.7,-9.78683905460849,1.90255399073591e-21
ENSG00000284357.1,NA,NA
ENSG00000234546.4,-2.94570963706093,0.00690257319216452
ENSG00000049239.12,-3.69019068579306,0.000589700989859944
ENSG00000171621.14,-11.8470248847163,5.76053886206401e-31
ENSG00000284652.1,-2.21505707538308,0.0470826682472987
ENSG00000284693.1,-3.01030057426801,0.00568785172518956
ENSG00000252956.1,NA,NA
ENSG00000235263.1,NA,NA
ENSG00000171612.7,5.75172875226801,4.20067236571834e-08
ENSG00000231181.1,-0.274600680146848,0.825003913528098
ENSG00000188807.13,1.96833302267478,0.0802602584211437
ENSG00000171608.16,9.45356793084724,4.44717220459852e-20
ENSG00000179840.5,8.47338580986732,2.4841903267769e-16
ENSG00000233268.3,-0.208686218053063,NA
ENSG00000231789.2,5.12750912007235,1.16237929567037e-06
ENSG00000171603.17,-7.1173411887345,7.82158181185434e-12
ENSG00000271264.1,-0.815743516754796,0.490568309634026
ENSG00000280113.2,-0.497497340782768,NA
ENSG00000178585.15,-2.02564748653158,0.0713144389820163
ENSG00000223989.1,NA,NA
ENSG00000285701.1,1.02404160034832,0.380360666119959
ENSG00000162441.12,4.59326122185094,1.47627954350898e-05
ENSG00000228150.1,3.67322400911423,0.000627248785598318
ENSG00000173614.14,-1.11649587994128,0.335923173607888
ENSG00000202415.1,0.392731056017923,0.749750030618788
ENSG00000283611.2,3.93840986668322,0.000231462987019092
ENSG00000265521.1,3.71725213375705,0.000533929280795875
ENSG00000241326.1,NA,NA
ENSG00000162444.12,1.7278323330866,0.127926498371415
ENSG00000130939.20,-6.87053579550168,4.23793431288669e-11
ENSG00000224340.1,-1.0504473395937,NA
ENSG00000233623.2,-0.0373147938025547,0.976558755884186
ENSG00000201746.1,0.553286298045933,NA
ENSG00000054523.17,-10.4848281325323,1.8256822733793e-24
ENSG00000264881.1,4.23518425050105,6.98617759983208e-05
ENSG00000199562.1,3.48700978681825,0.00121633616197813
ENSG00000264501.2,NA,NA
ENSG00000284735.1,4.90011238146637,3.54317808977457e-06
ENSG00000284642.1,5.18004173309317,8.92798476914548e-07
ENSG00000142657.21,3.66358765060707,0.000649561259337545
ENSG00000271989.1,-0.119172736799721,NA
ENSG00000251503.8,-0.791389001283538,0.50415723353379
ENSG00000175279.22,-0.542752300385011,0.653851566903645
ENSG00000241563.3,2.92018224940807,0.00743347593639984
ENSG00000160049.12,5.09979816863227,1.3347844838536e-06
ENSG00000203469.2,NA,NA
ENSG00000142655.13,-3.43084498819774,0.00147567941330831
ENSG00000287727.1,2.24814690417401,0.0436164883233642
ENSG00000243267.3,-1.5841260744844,0.164471965190839
ENSG00000130940.15,4.21387981635363,7.63728961582612e-05
ENSG00000272078.1,1.79987709428484,0.112052254103561
ENSG00000225158.2,NA,NA
ENSG00000175262.14,2.14300514008167,0.0553749634955886
ENSG00000215785.2,0.217989481988374,NA
ENSG00000120948.17,2.0436940095143,0.0686872135506213
ENSG00000277726.4,NA,NA
ENSG00000009724.17,-3.51558034267583,0.00110109133562233
ENSG00000271895.2,-2.87556358976021,0.00848136810060567
ENSG00000116649.10,5.7318946836101,4.68992787917066e-08
ENSG00000171824.14,-5.77281385727922,3.73172430260792e-08
ENSG00000226849.1,0.389781915564908,0.751704527108634
ENSG00000230337.1,2.68738251684101,0.0144112907306028
ENSG00000198793.13,-2.87602758373169,0.00847219183434497
ENSG00000225602.5,0.501334713148161,0.68018979438883
ENSG00000253086.1,0.250382433727827,NA
ENSG00000171819.5,-2.77717738245745,0.0112458945630305
ENSG00000207451.1,-0.323776500823559,NA
ENSG00000238173.1,-1.55459870253894,0.173153177376415
ENSG00000120942.13,5.94932220714438,1.35706421816818e-08
ENSG00000238199.1,-0.203992450708754,0.869897040511144
ENSG00000284646.1,-0.527571852807369,NA
ENSG00000224338.2,NA,NA
ENSG00000204624.8,-1.77912369057035,0.116527609024476
ENSG00000285833.1,NA,NA
ENSG00000235643.2,NA,NA
ENSG00000284708.1,-1.3947719363279,0.223184658112448
ENSG00000116661.11,-0.762248200058465,0.520563416085264
ENSG00000132879.14,-0.949353603215852,0.418217828865628
ENSG00000116663.11,5.83595894777868,2.60447259148603e-08
ENSG00000116670.15,6.02216225188485,8.86609552133672e-09
ENSG00000162490.7,3.61674268925058,0.000769793319187078
ENSG00000177674.16,6.83605702160114,5.34464687962521e-11
ENSG00000215910.7,-0.483348212576435,NA
ENSG00000177553.6,NA,NA
ENSG00000177000.12,8.58063294013803,1.00651951137713e-16
ENSG00000011021.23,5.73272515172662,4.66904466423514e-08
ENSG00000276470.1,NA,NA
ENSG00000278852.1,NA,NA
ENSG00000175206.10,2.00276806446073,0.0747230627775014
ENSG00000275915.1,NA,NA
ENSG00000120937.9,-4.02632895961567,0.000163239073390823
ENSG00000224904.1,NA,NA
ENSG00000285646.2,-0.109002343484689,0.931178822418299
ENSG00000199347.1,NA,NA
ENSG00000201801.1,NA,NA
ENSG00000116685.16,-0.742678093164334,0.531953115138734
ENSG00000083444.17,-9.43125053339326,5.46664122168843e-20
ENSG00000287384.1,-0.236629892714041,0.849828340116506
ENSG00000116688.16,-6.41188444191145,8.29225675467528e-10
ENSG00000270914.1,-0.145318796294226,NA
ENSG00000116691.11,7.78639973687553,5.92034320499419e-14
ENSG00000202461.1,-0.842893549516299,0.47564456278461
ENSG00000276869.1,NA,NA
ENSG00000243539.3,0.32838876651437,NA
ENSG00000120949.15,4.51357239174037,2.10943407216237e-05
ENSG00000201135.1,-0.932281326483569,NA
ENSG00000227875.2,0.171078798140616,0.891272872648957
ENSG00000285604.1,0.520160859903149,0.668602985291188
ENSG00000283789.1,NA,NA
ENSG00000028137.19,2.9795032821119,0.00624325170777885
ENSG00000263676.1,NA,NA
ENSG00000225196.2,-1.0504473395937,NA
ENSG00000252969.1,-0.773149655115167,NA
ENSG00000048707.15,-7.16525838319807,5.58990678116353e-12
ENSG00000239149.1,3.7782215531337,0.000425987493049134
ENSG00000229484.1,NA,NA
ENSG00000162496.9,-10.5422874303179,1.00472182043459e-24
ENSG00000221340.1,-0.855785278303722,0.468300355544182
ENSG00000276830.1,-1.13038058662843,NA
ENSG00000272482.1,-5.48310573862748,1.83894043719736e-07
ENSG00000204518.2,NA,NA
ENSG00000226166.2,-1.0504473395937,NA
ENSG00000188984.12,0,NA
ENSG00000157330.10,-1.61896241662887,0.155065437871908
ENSG00000116726.4,NA,NA
ENSG00000116721.9,NA,NA
ENSG00000228338.1,NA,NA
ENSG00000239810.3,NA,NA
ENSG00000231103.2,NA,NA
ENSG00000179172.9,-4.43379106124938,2.99048419238017e-05
ENSG00000120952.4,NA,NA
ENSG00000243073.4,NA,NA
ENSG00000187545.5,NA,NA
ENSG00000204510.5,NA,NA
ENSG00000207434.1,NA,NA
ENSG00000234064.1,NA,NA
ENSG00000232423.6,NA,NA
ENSG00000274178.2,NA,NA
ENSG00000274764.5,NA,NA
ENSG00000277058.2,-1.23460092645125,NA
ENSG00000229571.7,NA,NA
ENSG00000277862.1,NA,NA
ENSG00000236179.1,NA,NA
ENSG00000275774.3,-1.23460092645125,NA
ENSG00000229978.1,NA,NA
ENSG00000233336.1,NA,NA
ENSG00000280267.4,NA,NA
ENSG00000179412.10,-1.0504473395937,NA
ENSG00000204505.4,NA,NA
ENSG00000279169.3,NA,NA
ENSG00000279804.2,NA,NA
ENSG00000250894.1,NA,NA
ENSG00000270601.4,NA,NA
ENSG00000231219.1,NA,NA
ENSG00000207511.1,NA,NA
ENSG00000182330.10,NA,NA
ENSG00000237700.2,NA,NA
ENSG00000204501.7,NA,NA
ENSG00000228229.2,NA,NA
ENSG00000204481.8,NA,NA
ENSG00000204480.8,-1.0222642364745,NA
ENSG00000204479.4,NA,NA
ENSG00000204478.9,NA,NA
ENSG00000162494.6,-0.819560491444063,NA
ENSG00000259961.1,NA,NA
ENSG00000215909.3,NA,NA
ENSG00000162493.16,-6.59976084337579,2.5153234022368e-10
ENSG00000222952.1,-1.0504473395937,NA
ENSG00000237445.2,NA,NA
ENSG00000253085.1,-0.423228456894769,NA
ENSG00000116731.22,-1.47464476808878,0.197310687126377
ENSG00000189337.17,-8.40030961869137,4.54685787054549e-16
ENSG00000252151.1,NA,NA
ENSG00000231606.2,NA,NA
ENSG00000234593.3,-1.23795758200578,NA
ENSG00000235829.1,-3.08326749892019,0.00455649831200902
ENSG00000287756.1,4.38455032218729,3.70283031688705e-05
ENSG00000175147.13,0.945241766819673,0.420256122389095
ENSG00000171729.14,4.16519203933688,9.32493874779962e-05
ENSG00000204464.7,1.15680043998164,0.317377920327547
ENSG00000215720.4,-0.773149655115167,NA
ENSG00000278480.1,-0.773149655115167,NA
ENSG00000142621.19,-4.84484671843824,4.60413519433356e-06
ENSG00000233485.1,NA,NA
ENSG00000236045.1,-2.24158001340127,0.044302420731077
ENSG00000228140.2,-0.533263625638331,NA
ENSG00000142634.13,1.81977807690528,0.107822615194456
ENSG00000162438.12,0.194032657996788,0.87621968154814
ENSG00000142615.8,-1.0504473395937,NA
ENSG00000215704.10,1.50036955957674,0.188879970977686
ENSG00000132906.18,-0.1848259633428,0.882344600644411
ENSG00000116138.13,-6.65584520112408,1.74961715188522e-10
ENSG00000251866.1,2.32897182430294,0.0359808617924101
ENSG00000272510.1,0.0730261232044479,NA
ENSG00000116771.6,2.34269570199557,0.0348274413359221
ENSG00000237301.1,3.27743952278087,0.00246532793991548
ENSG00000235084.3,1.39183070696831,0.224231789851018
ENSG00000252417.1,-0.52757185319259,NA
ENSG00000236500.1,-0.397865731242385,NA
ENSG00000197312.12,2.67501512399711,0.014892606681645
ENSG00000215695.1,NA,NA
ENSG00000271742.1,-0.655238057556989,NA
ENSG00000116786.13,-1.67758459405331,0.139996001412569
ENSG00000237938.5,6.55494849014528,3.35376831195399e-10
ENSG00000162461.8,4.05352976492465,0.000146386655044013
ENSG00000224459.1,-0.997376150576849,NA
ENSG00000162460.7,-1.0222642364745,NA
ENSG00000162458.13,-21.4863912078964,9.06639950344474e-100
ENSG00000224321.1,-4.46864871078351,2.56651829854263e-05
ENSG00000233954.6,-1.62151437397136,0.154385093553829
ENSG00000178715.8,-4.07788920459648,0.00013282485729551
ENSG00000179743.4,17.530260205689,1.12402026374205e-66
ENSG00000065526.11,-0.55555167051387,0.64577255051205
ENSG00000270620.1,-1.0504473395937,NA
ENSG00000116809.11,3.17737849708952,0.00340243230494534
ENSG00000234607.2,3.45973099274649,0.00133606090856009
ENSG00000231353.1,NA,NA
ENSG00000275503.1,NA,NA
ENSG00000224966.4,NA,NA
ENSG00000183888.4,-0.655238057557048,NA
ENSG00000233078.1,NA,NA
ENSG00000173641.17,-13.647267220383,9.53673262165506e-41
ENSG00000186510.12,-3.37972124987813,0.00175572789315045
ENSG00000232456.1,-1.13038058662843,NA
ENSG00000184908.17,-0.246699609832969,0.84324808476101
ENSG00000185519.9,-3.19600869629168,0.00320687533724563
ENSG00000142627.13,-16.4680747363242,6.25629678678947e-59
ENSG00000227959.1,-2.38126643466535,0.031732126523566
ENSG00000224621.1,-1.9401303813631,0.0850514387363417
ENSG00000234166.1,NA,NA
ENSG00000142632.17,-0.809476563040856,0.49403480930614
ENSG00000237276.8,-1.45714478733315,0.202991092972359
ENSG00000288398.1,-0.942731665663282,0.421552429525404
ENSG00000132881.12,0.0130306518334029,0.991828921911033
ENSG00000233929.1,1.927041838218,0.0872547316745697
ENSG00000037637.11,-1.97690082924353,0.0789148860581787
ENSG00000055070.17,-8.13324151414415,3.97221217578493e-15
ENSG00000226457.1,0.412509916090568,0.736740649764375
ENSG00000187144.11,1.06086948849099,0.36225973296625
ENSG00000157191.20,-3.01059611601801,0.00568345977915916
ENSG00000226029.1,3.41612637203264,0.00155207212383192
